2023/08/07 05:46:14 [error] 65609#0: *13573 [lua] share_dict.lua:85:  counter: 580, context: ngx.timer, client: 192.168.100.130, server: 0.0.0.0:8010
2023/08/07 05:53:03 [alert] 85706#0: 512 worker_connections are not enough
2023/08/07 05:53:03 [alert] 85708#0: 512 worker_connections are not enough
2023/08/07 05:53:03 [alert] 85711#0: 512 worker_connections are not enough
2023/08/07 05:53:03 [alert] 85713#0: 512 worker_connections are not enough
2023/08/07 05:53:03 [alert] 85715#0: 512 worker_connections are not enough
2023/08/07 05:53:03 [alert] 85714#0: 512 worker_connections are not enough
2023/08/07 05:53:03 [alert] 85720#0: 512 worker_connections are not enough
2023/08/07 05:53:03 [alert] 85722#0: 512 worker_connections are not enough
2023/08/07 05:53:03 [alert] 85726#0: 512 worker_connections are not enough
2023/08/07 05:53:08 [alert] 67490#0: worker process 84744 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84746 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84747 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84748 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84749 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84752 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84753 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84754 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84756 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84758 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84759 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84761 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84762 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84765 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84766 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84768 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84769 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84770 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84771 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84772 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84773 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84774 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84776 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84777 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84778 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84779 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84780 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84783 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84784 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84789 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84790 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84791 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84792 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84793 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84794 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84795 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84800 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84801 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84802 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84804 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84808 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84809 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84810 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84811 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84812 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84815 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84816 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84817 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84821 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84823 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84824 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84825 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84826 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84827 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84829 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84830 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84831 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84832 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84835 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84837 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84839 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84840 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84841 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84842 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84845 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84846 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84850 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84852 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84853 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84855 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84856 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84859 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84860 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84861 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84865 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84866 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84869 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84871 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84872 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84874 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84876 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84879 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84880 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84883 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84884 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84885 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84887 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84891 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84892 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84893 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84895 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84896 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84897 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84900 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84903 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84904 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84906 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84908 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84910 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84911 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84912 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84913 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84917 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84918 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84920 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84921 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84923 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84924 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84927 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84928 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84930 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84931 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84932 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84934 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84937 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84938 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84942 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84943 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84945 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 84946 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84948 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84949 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84950 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84955 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84957 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84959 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84961 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84962 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84963 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84966 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84968 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84970 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84972 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84975 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84977 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84978 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84980 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84981 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84985 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84987 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84988 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84990 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84992 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84994 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84996 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 84999 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85000 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85002 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85005 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85007 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85008 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85010 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85013 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85015 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85016 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85019 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85021 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85023 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85025 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85027 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85029 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85030 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85033 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85035 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85036 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85038 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85039 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85041 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85045 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85046 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85049 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85050 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85052 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85055 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85057 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85058 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85061 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85062 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85065 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85066 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85067 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85071 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85072 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85073 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85076 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85078 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85079 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85080 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85084 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85085 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85087 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85089 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85090 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85095 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85096 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85097 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85099 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85102 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85103 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85104 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85105 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85108 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 85110 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85111 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85116 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85117 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 85118 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85121 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85123 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85125 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85126 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85128 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85130 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85132 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85135 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85136 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85138 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85139 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85143 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85144 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85145 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85148 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 85149 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 85151 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 85152 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85154 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85155 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85157 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85160 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85161 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85163 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85166 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85167 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85170 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85171 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85173 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85175 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85178 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85179 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85182 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85183 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85185 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85187 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85189 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85192 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85194 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85196 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85197 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85200 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85201 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85203 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85205 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85208 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85209 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85212 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85213 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85214 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85218 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85220 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85221 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85224 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85225 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85228 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85230 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85232 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85234 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85236 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85238 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85239 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85242 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85243 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85246 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85247 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85250 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85251 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85254 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85256 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85257 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85260 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85262 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85263 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85265 exited on signal 11
2023/08/07 05:53:08 [alert] 67490#0: worker process 85267 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85269 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85270 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85273 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85275 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85277 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85278 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85279 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85282 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85283 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85286 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85287 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85291 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85293 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85294 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85296 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85298 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85301 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85302 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85304 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85306 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85309 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85310 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85312 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85313 exited on signal 11 (core dumped)
2023/08/07 05:53:08 [alert] 67490#0: worker process 85315 exited on signal 11 (core dumped)
